Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,145878,-,-,-,39.77,-121.62,-8,467,-8,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,3.1.0
Year,Month,Day,Hour,Minute,GHI,DHI,DNI,Clearsky GHI,Clearsky DHI,Clearsky DNI
2018,7,11,8,30,659,71,913,659,71,913
2018,7,11,9,30,822,79,951,822,79,951
2018,7,11,10,30,943,86,971,943,86,971
2018,7,11,11,30,1012,87,984,1012,87,984
2018,7,11,12,30,1024,88,985,1024,88,985
2018,7,11,13,30,977,86,977,977,86,977
2018,7,11,14,30,876,84,958,876,84,958
2018,7,11,15,30,728,79,924,728,79,924
2018,7,11,16,30,545,71,867,545,71,867
2018,7,11,17,30,344,59,769,344,59,769
2018,7,11,18,30,148,42,574,148,42,574
2018,7,11,19,30,10,9,92,10,9,92
2018,7,11,20,30,0,0,0,0,0,0
2018,7,11,21,30,0,0,0,0,0,0
2018,7,11,22,30,0,0,0,0,0,0
2018,7,11,23,30,0,0,0,0,0,0
2018,7,12,0,30,0,0,0,0,0,0
2018,7,12,1,30,0,0,0,0,0,0
2018,7,12,2,30,0,0,0,0,0,0
2018,7,12,3,30,0,0,0,0,0,0
2018,7,12,4,30,0,0,0,0,0,0
2018,7,12,5,30,74,32,376,74,32,376
2018,7,12,6,30,250,58,651,250,58,651
2018,7,12,7,30,445,73,781,445,73,781
2018,7,12,8,30,631,83,853,631,83,853
2018,7,12,9,30,790,90,897,790,90,897
2018,7,12,10,30,908,93,924,908,93,924
2018,7,12,11,30,974,97,933,974,97,933
2018,7,12,12,30,985,98,934,985,98,934
2018,7,12,13,30,798,344,498,939,96,925
2018,7,12,14,30,715,276,531,840,94,903
2018,7,12,15,30,667,141,749,697,89,866
2018,7,12,16,30,515,86,786,518,82,798
2018,7,12,17,30,323,70,686,323,70,686
2018,7,12,18,30,134,47,472,134,47,472
2018,7,12,19,30,7,7,34,8,8,55
2018,7,12,20,30,0,0,0,0,0,0
2018,7,12,21,30,0,0,0,0,0,0
2018,7,12,22,30,0,0,0,0,0,0
2018,7,12,23,30,0,0,0,0,0,0
2018,7,13,0,30,0,0,0,0,0,0
2018,7,13,1,30,0,0,0,0,0,0
2018,7,13,2,30,0,0,0,0,0,0
2018,7,13,3,30,0,0,0,0,0,0
2018,7,13,4,30,0,0,0,0,0,0
2018,7,13,5,30,37,33,33,65,37,258
2018,7,13,6,30,136,92,149,230,72,539
2018,7,13,7,30,293,178,243,421,92,692
2018,7,13,8,30,431,283,231,605,104,782
2018,7,13,9,30,245,229,20,760,114,829
2018,7,13,10,30,149,145,5,875,126,850
2018,7,13,11,30,264,251,14,942,128,867
2018,7,13,12,30,281,267,15,952,129,867
2018,7,13,13,30,299,275,26,907,128,856
2018,7,13,14,30,275,259,19,810,120,835
2018,7,13,15,30,216,201,21,669,111,795
2018,7,13,16,30,338,232,194,497,95,737
2018,7,13,17,30,265,111,417,308,76,629
2018,7,13,18,30,108,58,274,127,50,420
2018,7,13,19,30,6,6,19,7,7,41
2018,7,13,20,30,0,0,0,0,0,0
2018,7,13,21,30,0,0,0,0,0,0
2018,7,13,22,30,0,0,0,0,0,0
2018,7,13,23,30,0,0,0,0,0,0
2018,7,14,0,30,0,0,0,0,0,0
2018,7,14,1,30,0,0,0,0,0,0
2018,7,14,2,30,0,0,0,0,0,0
2018,7,14,3,30,0,0,0,0,0,0
2018,7,14,4,30,0,0,0,0,0,0
2018,7,14,5,30,65,33,299,65,33,299
2018,7,14,6,30,234,62,589,234,62,589
2018,7,14,7,30,426,79,734,426,79,734
2018,7,14,8,30,611,89,816,611,89,816
2018,7,14,9,30,771,97,866,771,97,866
2018,7,14,10,30,889,101,896,889,101,896
2018,7,14,11,30,957,104,910,957,104,910
2018,7,14,12,30,969,103,914,969,103,914
2018,7,14,13,30,925,97,910,925,97,910
2018,7,14,14,30,828,94,890,828,94,890
2018,7,14,15,30,685,87,853,685,87,853
2018,7,14,16,30,509,78,792,509,78,792
2018,7,14,17,30,316,66,681,316,66,681
2018,7,14,18,30,130,45,468,130,45,468
2018,7,14,19,30,7,7,53,7,7,53
2018,7,14,20,30,0,0,0,0,0,0
2018,7,14,21,30,0,0,0,0,0,0
2018,7,14,22,30,0,0,0,0,0,0
2018,7,14,23,30,0,0,0,0,0,0
2018,7,15,0,30,0,0,0,0,0,0
2018,7,15,1,30,0,0,0,0,0,0
2018,7,15,2,30,0,0,0,0,0,0
2018,7,15,3,30,0,0,0,0,0,0
2018,7,15,4,30,0,0,0,0,0,0
2018,7,15,5,30,63,34,275,63,34,278
2018,7,15,6,30,223,72,522,232,65,577
2018,7,15,7,30,426,81,732,426,81,732
2018,7,15,8,30,614,90,821,614,90,821
2018,7,15,9,30,775,95,875,775,95,875
2018,7,15,10,30,895,98,907,895,98,907
2018,7,15,11,30,966,98,926,966,98,926
2018,7,15,12,30,981,95,935,981,95,935
2018,7,15,13,30,940,92,933,940,92,933
2018,7,15,14,30,844,88,917,844,88,917
2018,7,15,15,30,699,81,883,699,81,883
2018,7,15,16,30,522,74,825,522,74,825
2018,7,15,17,30,326,62,721,326,62,721
2018,7,15,18,30,136,44,512,136,44,512
2018,7,15,19,30,6,6,48,6,6,48
2018,7,15,20,30,0,0,0,0,0,0
2018,7,15,21,30,0,0,0,0,0,0
2018,7,15,22,30,0,0,0,0,0,0
2018,7,15,23,30,0,0,0,0,0,0
2018,7,16,0,30,0,0,0,0,0,0
2018,7,16,1,30,0,0,0,0,0,0
2018,7,16,2,30,0,0,0,0,0,0
2018,7,16,3,30,0,0,0,0,0,0
2018,7,16,4,30,0,0,0,0,0,0
2018,7,16,5,30,68,31,364,68,31,364
2018,7,16,6,30,245,56,656,245,56,656
2018,7,16,7,30,443,70,793,443,70,793
2018,7,16,8,30,634,80,870,634,80,870
2018,7,16,9,30,798,84,920,798,84,920
2018,7,16,10,30,922,85,954,922,85,954
2018,7,16,11,30,992,86,968,992,86,968
2018,7,16,12,30,1006,88,970,1006,88,970
2018,7,16,13,30,960,90,958,960,90,958
2018,7,16,14,30,861,85,942,861,85,942
2018,7,16,15,30,715,80,909,715,80,909
2018,7,16,16,30,535,71,856,535,71,856
2018,7,16,17,30,336,59,759,336,59,759
2018,7,16,18,30,140,40,557,140,40,557
2018,7,16,19,30,6,6,59,6,6,59
2018,7,16,20,30,0,0,0,0,0,0
2018,7,16,21,30,0,0,0,0,0,0
2018,7,16,22,30,0,0,0,0,0,0
2018,7,16,23,30,0,0,0,0,0,0
2018,7,17,0,30,0,0,0,0,0,0
2018,7,17,1,30,0,0,0,0,0,0
2018,7,17,2,30,0,0,0,0,0,0
2018,7,17,3,30,0,0,0,0,0,0
2018,7,17,4,30,0,0,0,0,0,0
2018,7,17,5,30,69,31,382,69,31,382
2018,7,17,6,30,248,54,678,248,54,678
2018,7,17,7,30,449,68,814,449,68,814
2018,7,17,8,30,641,76,889,641,76,889
2018,7,17,9,30,804,85,928,804,85,928
2018,7,17,10,30,925,95,947,925,95,947
2018,7,17,11,30,996,96,963,996,96,963
2018,7,17,12,30,1009,98,964,1009,98,964
2018,7,17,13,30,963,99,953,963,99,953
2018,7,17,14,30,863,94,935,863,94,935
2018,7,17,15,30,715,87,900,715,87,900
2018,7,17,16,30,534,76,846,534,76,846
2018,7,17,17,30,332,62,742,333,63,742
2018,7,17,18,30,138,44,533,138,44,533
2018,7,17,19,30,6,6,50,6,6,50
2018,7,17,20,30,0,0,0,0,0,0
2018,7,17,21,30,0,0,0,0,0,0
2018,7,17,22,30,0,0,0,0,0,0
2018,7,17,23,30,0,0,0,0,0,0
2018,7,18,0,30,0,0,0,0,0,0
2018,7,18,1,30,0,0,0,0,0,0
2018,7,18,2,30,0,0,0,0,0,0
2018,7,18,3,30,0,0,0,0,0,0
2018,7,18,4,30,0,0,0,0,0,0
2018,7,18,5,30,65,30,357,65,30,357
2018,7,18,6,30,243,56,661,243,56,661
2018,7,18,7,30,444,71,800,444,71,800
2018,7,18,8,30,636,81,876,636,81,876
2018,7,18,9,30,800,89,920,800,89,920
2018,7,18,10,30,921,94,945,921,94,945
2018,7,18,11,30,992,95,960,992,95,960
2018,7,18,12,30,1004,99,958,1004,99,958
2018,7,18,13,30,958,100,947,958,100,947
2018,7,18,14,30,774,244,645,860,96,930
2018,7,18,15,30,621,202,602,713,89,896
2018,7,18,16,30,401,201,370,531,78,839
2018,7,18,17,30,322,64,714,330,64,735
2018,7,18,18,30,127,44,472,135,43,524
2018,7,18,19,30,5,5,39,5,5,50
2018,7,18,20,30,0,0,0,0,0,0
2018,7,18,21,30,0,0,0,0,0,0
2018,7,18,22,30,0,0,0,0,0,0
2018,7,18,23,30,0,0,0,0,0,0
2018,7,19,0,30,0,0,0,0,0,0
2018,7,19,1,30,0,0,0,0,0,0
2018,7,19,2,30,0,0,0,0,0,0
2018,7,19,3,30,0,0,0,0,0,0
2018,7,19,4,30,0,0,0,0,0,0
2018,7,19,5,30,63,31,334,63,31,334
2018,7,19,6,30,239,60,635,239,60,635
2018,7,19,7,30,439,79,775,439,79,775
2018,7,19,8,30,631,93,851,631,93,851
2018,7,19,9,30,794,99,901,794,99,901
2018,7,19,10,30,918,101,935,918,101,935
2018,7,19,11,30,988,102,950,988,102,950
2018,7,19,12,30,1001,101,954,1001,101,954
2018,7,19,13,30,955,100,945,955,100,945
2018,7,19,14,30,853,97,922,853,97,922
2018,7,19,15,30,704,90,883,704,90,883
2018,7,19,16,30,521,80,819,521,80,819
2018,7,19,17,30,322,67,708,322,67,708
2018,7,19,18,30,130,45,492,130,45,492
2018,7,19,19,30,5,5,43,5,5,43
2018,7,19,20,30,0,0,0,0,0,0
2018,7,19,21,30,0,0,0,0,0,0
2018,7,19,22,30,0,0,0,0,0,0
2018,7,19,23,30,0,0,0,0,0,0
2018,7,20,0,30,0,0,0,0,0,0
2018,7,20,1,30,0,0,0,0,0,0
2018,7,20,2,30,0,0,0,0,0,0
2018,7,20,3,30,0,0,0,0,0,0
2018,7,20,4,30,0,0,0,0,0,0
2018,7,20,5,30,62,31,334,62,31,334
2018,7,20,6,30,240,61,640,240,61,640
2018,7,20,7,30,441,79,783,441,79,783
2018,7,20,8,30,634,92,860,634,92,860
2018,7,20,9,30,797,101,904,797,101,904
2018,7,20,10,30,916,106,928,916,106,928
2018,7,20,11,30,984,110,938,984,110,938
2018,7,20,12,30,993,113,934,993,113,934
2018,7,20,13,30,944,114,918,944,114,918
2018,7,20,14,30,832,127,861,841,110,892
2018,7,20,15,30,693,103,850,693,103,850
2018,7,20,16,30,508,93,772,508,93,772
2018,7,20,17,30,309,77,646,309,77,646
2018,7,20,18,30,121,49,417,121,49,417
2018,7,20,19,30,4,4,28,4,4,28
2018,7,20,20,30,0,0,0,0,0,0
2018,7,20,21,30,0,0,0,0,0,0
2018,7,20,22,30,0,0,0,0,0,0
2018,7,20,23,30,0,0,0,0,0,0
2018,7,21,0,30,0,0,0,0,0,0
2018,7,21,1,30,0,0,0,0,0,0
2018,7,21,2,30,0,0,0,0,0,0
2018,7,21,3,30,0,0,0,0,0,0
2018,7,21,4,30,0,0,0,0,0,0
2018,7,21,5,30,53,31,241,53,31,241
2018,7,21,6,30,216,68,533,216,68,533
2018,7,21,7,30,406,91,683,406,91,683
2018,7,21,8,30,590,107,768,590,107,768
2018,7,21,9,30,744,124,806,744,124,806
2018,7,21,10,30,857,140,822,857,140,822
2018,7,21,11,30,925,142,842,925,142,842
2018,7,21,12,30,944,129,866,944,129,866
2018,7,21,13,30,907,109,884,907,109,884
2018,7,21,14,30,810,102,866,810,102,866
2018,7,21,15,30,668,94,829,668,94,829
2018,7,21,16,30,494,82,770,494,82,770
2018,7,21,17,30,303,68,659,303,68,659
2018,7,21,18,30,119,44,440,119,44,440
2018,7,21,19,30,4,5,32,4,5,32
2018,7,21,20,30,0,0,0,0,0,0
2018,7,21,21,30,0,0,0,0,0,0
2018,7,21,22,30,0,0,0,0,0,0
2018,7,21,23,30,0,0,0,0,0,0
2018,7,22,0,30,0,0,0,0,0,0
2018,7,22,1,30,0,0,0,0,0,0
2018,7,22,2,30,0,0,0,0,0,0
2018,7,22,3,30,0,0,0,0,0,0
2018,7,22,4,30,0,0,0,0,0,0
2018,7,22,5,30,48,31,195,50,30,222
2018,7,22,6,30,195,76,431,210,69,511
2018,7,22,7,30,385,104,611,397,92,664
2018,7,22,8,30,580,107,755,580,107,755
2018,7,22,9,30,739,118,810,739,118,810
2018,7,22,10,30,857,122,844,857,122,844
2018,7,22,11,30,926,125,862,926,125,862
2018,7,22,12,30,940,122,870,940,122,870
2018,7,22,13,30,896,116,865,896,116,865
2018,7,22,14,30,798,113,839,798,113,839
2018,7,22,15,30,655,105,796,655,105,796
2018,7,22,16,30,481,94,725,481,94,725
2018,7,22,17,30,292,76,609,292,76,609
2018,7,22,18,30,113,47,393,113,47,393
2018,7,22,19,30,4,4,26,4,4,26
2018,7,22,20,30,0,0,0,0,0,0
2018,7,22,21,30,0,0,0,0,0,0
2018,7,22,22,30,0,0,0,0,0,0
2018,7,22,23,30,0,0,0,0,0,0
2018,7,23,0,30,0,0,0,0,0,0
2018,7,23,1,30,0,0,0,0,0,0
2018,7,23,2,30,0,0,0,0,0,0
2018,7,23,3,30,0,0,0,0,0,0
2018,7,23,4,30,0,0,0,0,0,0
2018,7,23,5,30,52,29,264,52,29,264
2018,7,23,6,30,216,61,569,216,61,569
2018,7,23,7,30,408,80,718,408,80,718
2018,7,23,8,30,593,92,802,593,92,802
2018,7,23,9,30,754,97,858,754,97,858
2018,7,23,10,30,876,97,896,876,97,896
2018,7,23,11,30,946,99,913,946,99,913
2018,7,23,12,30,960,101,915,960,101,915
2018,7,23,13,30,916,101,905,916,101,905
2018,7,23,14,30,820,97,887,820,97,887
2018,7,23,15,30,676,89,851,676,89,851
2018,7,23,16,30,500,81,788,500,81,788
2018,7,23,17,30,306,65,683,306,65,683
2018,7,23,18,30,120,42,473,120,42,473
2018,7,23,19,30,2,2,21,2,2,21
2018,7,23,20,30,0,0,0,0,0,0
2018,7,23,21,30,0,0,0,0,0,0
2018,7,23,22,30,0,0,0,0,0,0
2018,7,23,23,30,0,0,0,0,0,0
2018,7,24,0,30,0,0,0,0,0,0
2018,7,24,1,30,0,0,0,0,0,0
2018,7,24,2,30,0,0,0,0,0,0
2018,7,24,3,30,0,0,0,0,0,0
2018,7,24,4,30,0,0,0,0,0,0
2018,7,24,5,30,46,30,187,52,29,270
2018,7,24,6,30,220,59,593,220,59,593
2018,7,24,7,30,415,76,745,415,76,745
2018,7,24,8,30,603,87,827,603,87,827
2018,7,24,9,30,766,94,879,766,94,879
2018,7,24,10,30,889,97,913,889,97,913
2018,7,24,11,30,960,99,929,960,99,929
2018,7,24,12,30,974,99,933,974,99,933
2018,7,24,13,30,931,96,929,931,96,929
2018,7,24,14,30,834,90,914,834,90,914
2018,7,24,15,30,690,83,882,690,83,882
2018,7,24,16,30,510,72,826,510,72,826
2018,7,24,17,30,312,59,719,312,59,719
2018,7,24,18,30,122,40,500,122,40,500
2018,7,24,19,30,2,3,23,2,3,23
2018,7,24,20,30,0,0,0,0,0,0
2018,7,24,21,30,0,0,0,0,0,0
2018,7,24,22,30,0,0,0,0,0,0
2018,7,24,23,30,0,0,0,0,0,0
2018,7,25,0,30,0,0,0,0,0,0
2018,7,25,1,30,0,0,0,0,0,0
2018,7,25,2,30,0,0,0,0,0,0
2018,7,25,3,30,0,0,0,0,0,0
2018,7,25,4,30,0,0,0,0,0,0
2018,7,25,5,30,51,26,300,51,26,300
2018,7,25,6,30,221,57,609,221,57,609
2018,7,25,7,30,418,77,752,418,77,752
2018,7,25,8,30,607,92,829,607,92,829
2018,7,25,9,30,769,103,873,769,103,873
2018,7,25,10,30,889,111,898,889,111,898
2018,7,25,11,30,958,116,910,958,116,910
2018,7,25,12,30,970,118,910,970,118,910
2018,7,25,13,30,925,117,900,925,117,900
2018,7,25,14,30,824,113,875,824,113,875
2018,7,25,15,30,677,105,833,677,105,833
2018,7,25,16,30,497,94,762,497,94,762
2018,7,25,17,30,300,76,640,300,76,640
2018,7,25,18,30,112,47,401,112,47,401
2018,7,25,19,30,2,2,12,2,2,12
2018,7,25,20,30,0,0,0,0,0,0
2018,7,25,21,30,0,0,0,0,0,0
2018,7,25,22,30,0,0,0,0,0,0
2018,7,25,23,30,0,0,0,0,0,0
2018,7,26,0,30,0,0,0,0,0,0
2018,7,26,1,30,0,0,0,0,0,0
2018,7,26,2,30,0,0,0,0,0,0
2018,7,26,3,30,0,0,0,0,0,0
2018,7,26,4,30,0,0,0,0,0,0
2018,7,26,5,30,33,25,104,33,25,104
2018,7,26,6,30,180,93,326,182,94,332
2018,7,26,7,30,368,144,496,368,144,496
2018,7,26,8,30,553,175,609,553,175,609
2018,7,26,9,30,714,195,682,714,195,682
2018,7,26,10,30,838,207,730,838,207,730
2018,7,26,11,30,889,235,708,910,208,760
2018,7,26,12,30,917,224,741,917,224,741
2018,7,26,13,30,863,237,699,863,237,699
2018,7,26,14,30,770,214,685,770,214,685
2018,7,26,15,30,629,190,641,629,190,641
2018,7,26,16,30,457,153,578,457,153,578
2018,7,26,17,30,269,111,454,269,111,454
2018,7,26,18,30,95,56,247,95,56,247
2018,7,26,19,30,1,1,6,1,1,6
2018,7,26,20,30,0,0,0,0,0,0
2018,7,26,21,30,0,0,0,0,0,0
2018,7,26,22,30,0,0,0,0,0,0
2018,7,26,23,30,0,0,0,0,0,0
2018,7,27,0,30,0,0,0,0,0,0
2018,7,27,1,30,0,0,0,0,0,0
2018,7,27,2,30,0,0,0,0,0,0
2018,7,27,3,30,0,0,0,0,0,0
2018,7,27,4,30,0,0,0,0,0,0
2018,7,27,5,30,30,23,96,30,23,96
2018,7,27,6,30,176,95,305,176,95,305
2018,7,27,7,30,360,155,456,360,155,456
2018,7,27,8,30,544,194,566,544,194,566
2018,7,27,9,30,707,217,645,707,217,645
2018,7,27,10,30,832,229,698,832,229,698
2018,7,27,11,30,907,232,732,907,232,732
2018,7,27,12,30,912,253,706,912,253,706
2018,7,27,13,30,855,272,651,855,272,651
2018,7,27,14,30,762,250,632,762,250,632
2018,7,27,15,30,619,223,580,619,223,580
2018,7,27,16,30,442,186,488,442,186,488
2018,7,27,17,30,252,131,351,252,131,351
2018,7,27,18,30,79,53,164,79,53,164
2018,7,27,19,30,1,1,3,1,1,3
2018,7,27,20,30,0,0,0,0,0,0
2018,7,27,21,30,0,0,0,0,0,0
2018,7,27,22,30,0,0,0,0,0,0
2018,7,27,23,30,0,0,0,0,0,0
2018,7,28,0,30,0,0,0,0,0,0
2018,7,28,1,30,0,0,0,0,0,0
2018,7,28,2,30,0,0,0,0,0,0
2018,7,28,3,30,0,0,0,0,0,0
2018,7,28,4,30,0,0,0,0,0,0
2018,7,28,5,30,22,17,62,22,17,62
2018,7,28,6,30,158,99,224,158,99,224
2018,7,28,7,30,340,179,361,340,179,361
2018,7,28,8,30,518,233,463,518,233,463
2018,7,28,9,30,674,274,528,674,274,528
2018,7,28,10,30,788,305,560,790,302,566
2018,7,28,11,30,842,333,553,861,314,594
2018,7,28,12,30,824,367,490,882,299,625
2018,7,28,13,30,853,272,650,853,272,650
2018,7,28,14,30,761,245,639,761,245,639
2018,7,28,15,30,621,214,598,621,214,598
2018,7,28,16,30,452,168,543,452,168,543
2018,7,28,17,30,261,118,417,262,119,418
2018,7,28,18,30,83,52,199,86,54,210
2018,7,28,19,30,0,0,1,0,0,1
2018,7,28,20,30,0,0,0,0,0,0
2018,7,28,21,30,0,0,0,0,0,0
2018,7,28,22,30,0,0,0,0,0,0
2018,7,28,23,30,0,0,0,0,0,0
2018,7,29,0,30,0,0,0,0,0,0
2018,7,29,1,30,0,0,0,0,0,0
2018,7,29,2,30,0,0,0,0,0,0
2018,7,29,3,30,0,0,0,0,0,0
2018,7,29,4,30,0,0,0,0,0,0
2018,7,29,5,30,26,20,83,26,20,83
2018,7,29,6,30,169,96,281,169,96,281
2018,7,29,7,30,343,160,411,351,162,425
2018,7,29,8,30,532,208,527,532,208,527
2018,7,29,9,30,685,251,574,685,251,574
2018,7,29,10,30,796,287,592,796,287,592
2018,7,29,11,30,828,340,530,868,291,627
2018,7,29,12,30,782,408,402,892,271,667
2018,7,29,13,30,744,379,409,859,240,694
2018,7,29,14,30,633,351,350,762,221,671
2018,7,29,15,30,544,255,426,619,198,619
2018,7,29,16,30,374,201,332,441,167,527
2018,7,29,17,30,238,120,348,251,120,384
2018,7,29,18,30,78,51,180,78,51,180
2018,7,29,19,30,0,0,0,0,0,0
2018,7,29,20,30,0,0,0,0,0,0
2018,7,29,21,30,0,0,0,0,0,0
2018,7,29,22,30,0,0,0,0,0,0
2018,7,29,23,30,0,0,0,0,0,0
2018,7,30,0,30,0,0,0,0,0,0
2018,7,30,1,30,0,0,0,0,0,0
2018,7,30,2,30,0,0,0,0,0,0
2018,7,30,3,30,0,0,0,0,0,0
2018,7,30,4,30,0,0,0,0,0,0
2018,7,30,5,30,25,19,82,25,19,82
2018,7,30,6,30,146,91,213,167,93,286
2018,7,30,7,30,304,168,307,351,156,441
2018,7,30,8,30,526,202,529,534,197,550
2018,7,30,9,30,647,265,506,694,223,624
2018,7,30,10,30,714,364,407,816,239,672
2018,7,30,11,30,726,416,338,887,248,696
2018,7,30,12,30,707,436,292,901,253,698
2018,7,30,13,30,721,382,381,857,246,687
2018,7,30,14,30,637,341,368,759,231,656
2018,7,30,15,30,529,272,379,614,210,597
2018,7,30,16,30,435,179,494,435,179,494
2018,7,30,17,30,245,126,352,245,126,352
2018,7,30,18,30,69,49,137,72,48,161
2018,7,30,19,30,0,0,0,0,0,0
2018,7,30,20,30,0,0,0,0,0,0
2018,7,30,21,30,0,0,0,0,0,0
2018,7,30,22,30,0,0,0,0,0,0
2018,7,30,23,30,0,0,0,0,0,0
2018,7,31,0,30,0,0,0,0,0,0
2018,7,31,1,30,0,0,0,0,0,0
2018,7,31,2,30,0,0,0,0,0,0
2018,7,31,3,30,0,0,0,0,0,0
2018,7,31,4,30,0,0,0,0,0,0
2018,7,31,5,30,18,14,57,18,14,57
2018,7,31,6,30,148,93,216,148,93,216
2018,7,31,7,30,326,173,348,326,173,348
2018,7,31,8,30,505,230,450,505,230,450
2018,7,31,9,30,677,252,564,677,252,564
2018,7,31,10,30,813,240,668,813,240,668
2018,7,31,11,30,886,239,706,886,239,706
2018,7,31,12,30,899,239,712,899,239,712
2018,7,31,13,30,848,232,693,848,232,693
2018,7,31,14,30,755,209,680,755,209,680
2018,7,31,15,30,613,184,635,613,184,635
2018,7,31,16,30,441,153,558,441,153,558
2018,7,31,17,30,253,110,427,253,110,427
2018,7,31,18,30,81,49,218,81,49,218
2018,7,31,19,30,0,0,0,0,0,0
2018,7,31,20,30,0,0,0,0,0,0
2018,7,31,21,30,0,0,0,0,0,0
2018,7,31,22,30,0,0,0,0,0,0
2018,7,31,23,30,0,0,0,0,0,0
2018,8,1,0,30,0,0,0,0,0,0
2018,8,1,1,30,0,0,0,0,0,0
2018,8,1,2,30,0,0,0,0,0,0
2018,8,1,3,30,0,0,0,0,0,0
2018,8,1,4,30,0,0,0,0,0,0
2018,8,1,5,30,32,23,147,32,23,147
2018,8,1,6,30,188,75,446,188,75,446
2018,8,1,7,30,383,108,626,383,108,626
2018,8,1,8,30,577,125,742,577,125,742
2018,8,1,9,30,737,145,788,737,145,788
2018,8,1,10,30,852,168,799,852,168,799
2018,8,1,11,30,925,165,830,925,165,830
2018,8,1,12,30,933,173,821,933,173,821
2018,8,1,13,30,880,184,785,880,184,785
2018,8,1,14,30,778,177,751,778,177,751
2018,8,1,15,30,630,163,693,630,163,693
2018,8,1,16,30,449,144,594,449,144,594
2018,8,1,17,30,255,107,446,255,107,446
2018,8,1,18,30,79,48,217,79,48,217
2018,8,1,19,30,0,0,0,0,0,0
2018,8,1,20,30,0,0,0,0,0,0
2018,8,1,21,30,0,0,0,0,0,0
2018,8,1,22,30,0,0,0,0,0,0
2018,8,1,23,30,0,0,0,0,0,0
2018,8,2,0,30,0,0,0,0,0,0
2018,8,2,1,30,0,0,0,0,0,0
2018,8,2,2,30,0,0,0,0,0,0
2018,8,2,3,30,0,0,0,0,0,0
2018,8,2,4,30,0,0,0,0,0,0
2018,8,2,5,30,26,20,101,26,20,101
2018,8,2,6,30,176,87,356,176,87,356
2018,8,2,7,30,355,139,495,366,135,530
2018,8,2,8,30,555,165,643,555,165,643
2018,8,2,9,30,701,204,663,718,185,711
2018,8,2,10,30,837,203,743,842,198,754
2018,8,2,11,30,916,200,784,916,200,784
2018,8,2,12,30,928,205,782,928,205,782
2018,8,2,13,30,879,207,759,879,207,759
2018,8,2,14,30,779,196,730,779,196,730
2018,8,2,15,30,630,178,673,630,178,673
2018,8,2,16,30,449,154,578,449,154,578
2018,8,2,17,30,254,112,432,254,112,432
2018,8,2,18,30,77,49,204,77,49,204
2018,8,2,19,30,0,0,0,0,0,0
2018,8,2,20,30,0,0,0,0,0,0
2018,8,2,21,30,0,0,0,0,0,0
2018,8,2,22,30,0,0,0,0,0,0
2018,8,2,23,30,0,0,0,0,0,0
2018,8,3,0,30,0,0,0,0,0,0
2018,8,3,1,30,0,0,0,0,0,0
2018,8,3,2,30,0,0,0,0,0,0
2018,8,3,3,30,0,0,0,0,0,0
2018,8,3,4,30,0,0,0,0,0,0
2018,8,3,5,30,20,16,66,20,16,66
2018,8,3,6,30,162,93,280,162,93,280
2018,8,3,7,30,348,157,439,348,157,439
2018,8,3,8,30,534,200,552,534,200,552
2018,8,3,9,30,697,228,628,697,228,628
2018,8,3,10,30,819,241,678,819,241,678
2018,8,3,11,30,891,242,712,891,242,712
2018,8,3,12,30,903,246,712,903,246,712
2018,8,3,13,30,852,248,684,852,248,684
2018,8,3,14,30,748,238,640,748,238,640
2018,8,3,15,30,600,216,574,600,216,574
2018,8,3,16,30,415,190,443,415,190,443
2018,8,3,17,30,220,129,280,220,129,280
2018,8,3,18,30,53,39,102,53,39,102
2018,8,3,19,30,0,0,0,0,0,0
2018,8,3,20,30,0,0,0,0,0,0
2018,8,3,21,30,0,0,0,0,0,0
2018,8,3,22,30,0,0,0,0,0,0
2018,8,3,23,30,0,0,0,0,0,0
2018,8,4,0,30,0,0,0,0,0,0
2018,8,4,1,30,0,0,0,0,0,0
2018,8,4,2,30,0,0,0,0,0,0
2018,8,4,3,30,0,0,0,0,0,0
2018,8,4,4,30,0,0,0,0,0,0
2018,8,4,5,30,15,12,45,15,12,45
2018,8,4,6,30,139,91,196,139,91,196
2018,8,4,7,30,312,180,305,312,180,305
2018,8,4,8,30,486,257,380,486,257,380
2018,8,4,9,30,672,260,552,672,260,552
2018,8,4,10,30,840,206,745,840,206,745
2018,8,4,11,30,906,227,746,906,227,746
